"ID","Player","Team","Position","RkOv","Status","Age","Opponent","Score","%D","ADP","Ros","AB","H","R","HR","RBI","SB","OBP","SLG","GP"
"*0596f*","Heston Kjerstad","BAL","OF","592","FA","26","@TOR Thu 12:07PM","43.93","84%","346.65","83%","328","85","44","14","42","2",".349",".445","97"
"*05t9v*","Jonathan Aranda","TB","1B","357","FA","26","","59.77","82%","351.66","72%","430","111","68","21","62","2",".363",".456","122"
"*03pji*","Ke'Bryan Hayes","PIT","3B","403","FA","28","@MIA Thu 1:10PM","55.91","82%","351.94","66%","498","126","55","12","45","15",".303",".384","130"
"*04nky*","Trevor Larnach","MIN","OF","499","FA","28","@STL Thu 1:15PM","50.2","84%","352.88","56%","369","88","58","15","56","3",".336",".415","97"
"*0317o*","Jeff McNeil","NYM","2B,OF","516","FA","32","@HOU Thu 1:10PM","49.57","82%","353.54","57%","437","114","59","10","45","5",".328",".391","122"
"*04ru5*","Andy Pages","LAD","OF","706","FA","24","DET Thu 4:10PM","36.58","78%","354.86","66%","255","62","37","10","31","3",".328",".424","73"
"*05rfu*","Kyle Manzardo","CLE","UT","452","FA","24","@KC Thu 1:10PM","52.83","81%","356.14","80%","431","104","55","18","54","2",".349",".443","113"
"*04t3y*","Alejandro Kirk","TOR","C","510","FA","26","BAL Thu 12:07PM","49.89","84%","356.81","56%","409","108","37","9","58","0",".346",".384","113"
"*026lz*","Josh Bell","WSH","1B","352","FA","32","PHI Thu 1:05PM","60.04","83%","357.33","65%","532","131","59","20","68","0",".324",".406","144"
"*04yuu*","Patrick Bailey","SF","C","514","FA","25","@CIN Thu 1:10PM","49.83","84%","359.03","51%","409","97","45","10","52","3",".308",".357","113"
"*03dgq*","Ryan O'Hearn","BAL","1B,OF","406","FA","31","@TOR Thu 12:07PM","55.69","86%","359.38","66%","431","115","58","16","62","4",".326",".439","113"
"*05rc3*","Masataka Yoshida","BOS","UT","536","FA","31","@TEX Thu 1:05PM","48.24","81%","360.39","70%","397","109","47","11","56","4",".348",".428","105"
"*05139*","Michael Massey","KC","2B","692","FA","26","CLE Thu 1:10PM","37.45","79%","361.92","47%","273","71","32","10","36","3",".308",".436","81"
"*03bud*","Bryan De La Cruz","ATL","OF","976","FA","28","@SD Thu 1:10PM","22.69","77%","362.17","47%","150","37","15","5","17","1",".294",".393","41"
"*03qml*","Dylan Moore","SEA","1B,2B,3B,SS,OF","311","FA","32","ATH Thu 7:10PM","63.61","84%","362.3","67%","427","87","63","13","50","34",".327",".377","130"
"*05r1m*","Jordan Lawlar","ARI","SS","495","FA","22","CHC Thu 7:10PM","50.56","83%","362.95","85%","323","82","50","9","36","22",".354",".409","97"
"*041qh*","Jose Miranda","MIN","1B,3B","576","FA","26","@STL Thu 1:15PM","45.17","82%","364.27","62%","411","105","42","10","49","2",".308",".399","105"
"*03pdw*","Andrew Benintendi","CHW","OF","420","FA","30","LAA Thu 1:10PM","54.59","82%","364.37","45%","514","130","59","11","55","8",".318",".370","130"
"*02yd1*","Jorge Polanco","SEA","2B,SS","524","FA","31","ATH Thu 7:10PM","48.95","77%","367.82","48%","410","94","46","16","50","4",".316",".383","113"
"*01s9k*","Starling Marte","NYM","OF","564","FA","36","@HOU Thu 1:10PM","46.13","78%","369.41","48%","330","87","46","8","37","17",".319",".388","89"
"*05rb1*","Sal Frelick","MIL","OF","456","FA","24","@NYY Thu 12:05PM","52.57","81%","369.62","69%","474","119","68","3","38","19",".325",".327","130"
"*03lua*","Brendan Rodgers","HOU","2B","596","FA","28","NYM Thu 1:10PM","43.63","73%","370.21","45%","440","108","49","9","42","0",".298",".361","110"
"*05u2v*","Hunter Goodman","COL","C,OF","613","FA","25","","42.69","48%","384.12","40%","260","61","29","15","46","1",".307",".481","73"
"*0515v*","David Hamilton","BOS","2B,SS","632","FA","27","@TEX Thu 1:05PM","41.58","66%","385.92","47%","233","53","33","6","22","26",".316",".382","70"
"*031b3*","Isiah Kiner-Falefa","PIT","2B,3B,SS,OF","672","FA","29","@MIA Thu 1:10PM","38.34","75%","386.17","41%","311","82","37","4","31","11",".312",".357","81"
"*05xtz*","Dalton Rushing","LAD","C,OF","825","FA","24","DET Thu 4:10PM","30.24","52%","386.5","76%","179","36","21","8","24","1",".338",".380","57"
"*04yrs*","Jhonkensy Noel","CLE","3B,OF","494","FA","23","@KC Thu 1:10PM","50.66","76%","387.68","70%","373","83","49","22","51","1",".301",".458","97"
"*02mwg*","Jesse Winker","NYM","OF","544","FA","31","@HOU Thu 1:10PM","47.59","80%","388.53","51%","389","90","51","11","49","5",".356",".360","113"
"*05y4b*","Caleb Durbin","MIL","2B,3B","502","FA","25","@NYY Thu 12:05PM","50.18","68%","391.35","76%","329","76","45","7","40","26",".339",".359","97"
"*04z6k*","Luisangel Acuna","NYM","SS","877","FA","22","@HOU Thu 1:10PM","27.73","61%","393.06","78%","160","41","22","3","14","11",".312",".362","45"
"*0622t*","Jacob Wilson","ATH","SS","503","FA","22","@SEA Thu 7:10PM","50.16","71%","393.27","78%","458","125","59","8","41","5",".326",".426","130"
"*041qd*","Jake Fraley","CIN","OF","555","FA","29","SF Thu 1:10PM","46.71","70%","395.04","42%","342","89","42","9","40","16",".329",".398","89"
"*04y94*","Jonny Deluca","TB","OF","477","FA","26","","51.69","69%","395.23","45%","402","91","46","13","45","17",".307",".386","105"
"*04alp*","Ernie Clement","TOR","3B,SS","594","FA","28","BAL Thu 12:07PM","43.75","75%","395.37","44%","343","90","42","9","43","8",".297",".399","89"
"*0310z*","J.P. Crawford","SEA","SS","463","FA","30","ATH Thu 7:10PM","52.25","77%","395.64","53%","466","110","66","12","46","3",".343",".371","130"
"*031el*","Danny Jansen","TB","C","697","FA","29","","37.19","58%","395.82","36%","229","51","32","11","34","0",".326",".419","73"
"*04yig*","Brooks Lee","MIN","2B,3B,SS","590","FA","24","@STL Thu 1:15PM","44.09","59%","397.53","70%","353","87","39","10","49","5",".314",".399","97"
"*05uei*","Chase DeLauter","CLE","OF","968","FA","23","@KC Thu 1:10PM","22.94","49%","400.42","76%","137","35","16","4","17","2",".333",".423","41"
"*0518n*","Vaughn Grissom","BOS","2B","694","FA","24","@TEX Thu 1:05PM","37.4","66%","402.64","49%","276","73","34","5","32","9",".351",".373","81"
"*039vx*","Jose Siri","NYM","OF","691","FA","29","@HOU Thu 1:10PM","37.48","74%","405.43","37%","232","47","35","12","30","9",".266",".405","65"
"*03pzo*","Leody Taveras","TEX","OF","634","FA","26","BOS Thu 1:05PM","41.53","66%","406.59","35%","314","77","40","8","35","11",".299",".382","89"
"*04alq*","Pavin Smith","ARI","1B,OF","780","FA","29","CHC Thu 7:10PM","33.1","64%","407.25","41%","209","51","27","10","32","1",".352",".450","60"
"*03d7g*","Alex Verdugo","(N/A)","OF","496","FA","28","","50.39","76%","408.24","43%","468","120","62","11","50","2",".314",".389","120"
"*0529l*","Endy Rodriguez","PIT","C","801","FA","24","@MIA Thu 1:10PM","31.49","38%","409.24","45%","218","51","31","4","21","2",".318",".362","65"
"*01s99*","Travis d'Arnaud","LAA","C","699","FA","36","@CHW Thu 1:10PM","37.02","49%","410.78","28%","233","55","30","11","36","0",".296",".429","65"
"*04q5b*","Jonah Bride","MIA","1B,2B,3B","608","FA","29","PIT Thu 1:10PM","42.88","61%","411.8","33%","341","83","42","12","45","1",".342",".396","97"
"*05lo5*","Freddy Fermin","KC","C","581","FA","29","CLE Thu 1:10PM","44.81","61%","412.33","29%","342","93","43","9","41","1",".327",".395","97"
"*04eey*","MJ Melendez","KC","C,OF","396","FA","26","CLE Thu 1:10PM","56.21","73%","414.1","54%","437","99","50","18","47","4",".306",".416","122"
"*04psr*","David Fry","CLE","C,1B,OF","793","FA","29","@KC Thu 1:10PM","32.12","40%","414.28","45%","188","48","23","7","26","2",".343",".436","49"
"*05js7*","Nick Yorke","PIT","2B","1087","FA","22","@MIA Thu 1:10PM","18.3","55%","417.8","57%","105","26","12","2","11","4",".331",".362","32"
"*03xs3*","Miguel Amaya","CHC","C","673","FA","25","@ARI Thu 7:10PM","38.31","44%","419.49","28%","272","65","31","8","41","0",".324",".379","81"
"*02i1q*","Orlando Arcia","ATL","2B,SS","384","FA","30","@SD Thu 1:10PM","57.06","60%","420.15","46%","548","128","61","18","59","1",".293",".380","149"
"*04eep*","Luis Campusano","SD","C","666","FA","26","ATL Thu 1:10PM","38.76","33%","420.5","38%","265","67","38","8","40","0",".305",".389","73"
"*04sxv*","Jose Tena","WSH","3B,SS","802","FA","23","PHI Thu 1:05PM","31.34","49%","423.48","34%","227","55","24","6","24","6",".301",".379","65"
"*051dl*","Edouard Julien","MIN","2B","474","FA","25","@STL Thu 1:15PM","51.74","70%","423.97","52%","409","92","61","13","39","10",".358",".372","113"
"*04ggr*","Jarred Kelenic","ATL","OF","781","FA","25","@SD Thu 1:10PM","32.95","70%","424.95","51%","228","53","27","8","27","6",".300",".395","66"
"*01vja*","Max Kepler","PHI","OF","617","FA","32","@WSH Thu 1:05PM","42.46","60%","425.91","42%","339","84","47","12","42","1",".315",".407","89"
"*02334*","J.D. Martinez","(N/A)","UT","425","FA","37","","54.33","67%","427.76","38%","411","104","52","20","72","0",".324",".470","107"
"*05nsq*","Deyvison De Los Santos","MIA","1B,3B","803","FA","21","PIT Thu 1:10PM","31.33","39%","428.03","70%","233","54","24","8","30","1",".284",".382","65"
"*031cd*","Mitch Garver","SEA","C","492","FA","34","ATH Thu 7:10PM","50.91","58%","428.27","32%","358","76","43","18","53","0",".320",".405","105"
"*04ppk*","Richie Palacios","TB","2B,OF","639","FA","27","","40.95","56%","430.05","30%","305","69","42","5","30","15",".343",".325","89"
"*01usr*","Kyle Higashioka","TEX","C","627","FA","34","BOS Thu 1:05PM","41.88","39%","431.41","22%","251","60","32","15","44","1",".282",".474","70"
"*04pbq*","Geraldo Perdomo","ARI","SS","624","FA","25","CHC Thu 7:10PM","42.16","48%","432.48","43%","328","78","54","4","36","9",".332",".335","97"
"*031dw*","Mike Yastrzemski","SF","OF","440","FA","34","@CIN Thu 1:10PM","53.58","66%","432.89","35%","424","99","63","17","55","3",".314",".434","113"
"*04si3*","Brayan Rocchio","CLE","SS","538","FA","24","@KC Thu 1:10PM","48.13","51%","433","41%","423","95","53","7","41","12",".308",".336","130"
"*03qo2*","LaMonte Wade Jr.","SF","1B,OF","498","FA","31","@CIN Thu 1:10PM","50.2","52%","433.73","43%","411","106","58","13","44","2",".375",".397","113"
"*05tuw*","Trey Sweeney","DET","SS","377","FA","24","@LAD Thu 4:10PM","57.93","48%","434.15","58%","474","105","56","13","52","18",".312",".363","138"
"*04esz*","Chas McCormick","HOU","OF","545","FA","29","NYM Thu 1:10PM","47.58","50%","434.9","35%","346","83","46","13","48","10",".313",".399","97"
"*04emt*","Jake Meyers","HOU","OF","446","FA","28","NYM Thu 1:10PM","53.36","60%","437.06","33%","467","105","55","13","58","9",".294",".366","130"
"*04ru7*","Miguel Vargas","CHW","2B,3B,OF","655","FA","25","LAA Thu 1:10PM","39.75","53%","437.39","45%","307","63","39","8","35","8",".326",".342","97"
"*05tzg*","Jace Jung","DET","2B,3B","817","FA","24","@LAD Thu 4:10PM","30.65","42%","439.76","69%","241","51","28","6","27","1",".333",".344","76"
"*0648z*","Victor Scott","STL","OF","664","FA","24","MIN Thu 1:15PM","38.85","41%","439.9","57%","299","56","28","4","20","26",".259",".264","89"
"*05jn0*","Adrian Del Castillo","ARI","C","979","FA","25","CHC Thu 7:10PM","22.58","32%","440.96","51%","143","28","13","3","16","1",".290",".315","41"
"*03qvr*","Seth Brown","ATH","1B,OF","478","FA","32","@SEA Thu 7:10PM","51.66","52%","445.4","27%","417","98","40","18","57","6",".293",".410","105"
"*01c1g*","Andrew McCutchen","PIT","UT","459","FA","38","@MIA Thu 1:10PM","52.5","55%","450.98","30%","445","104","58","16","47","7",".333",".387","122"
"*03av1*","Jake Rogers","DET","C","468","FA","29","@LAD Thu 4:10PM","51.98","46%","451.01","23%","375","80","54","18","48","1",".279",".408","105"
"*0630e*","Colby Thomas","ATH","OF","1216","FA","24","@SEA Thu 7:10PM","14.12","29%","455.3","59%","79","17","8","2","9","3",".287",".380","24"
"*03ner*","Juan Yepez","WSH","1B,OF","1041","FA","27","PHI Thu 1:05PM","20","42%","455.48","22%","119","28","13","4","15","1",".311",".387","34"
"*03qjv*","Harrison Bader","MIN","OF","593","FA","30","@STL Thu 1:15PM","43.89","31%","463.54","25%","299","72","43","8","38","16",".291",".378","81"
"*05oxc*","Henry Davis","PIT","C","927","FA","25","@MIA Thu 1:10PM","24.71","27%","465.64","41%","132","31","16","4","15","3",".344",".379","41"
"*01lum*","Justin Turner","CHC","1B","751","FA","40","@ARI Thu 7:10PM","34.29","41%","466.59","26%","248","62","32","7","34","1",".338",".391","66"
"*030ud*","Eloy Jimenez","TB","UT","625","FA","28","","42.04","57%","467.31","48%","374","95","37","13","44","1",".308",".404","97"
"*04y97*","Kyle Stowers","MIA","OF","451","FA","27","PIT Thu 1:10PM","52.88","42%","467.93","37%","415","95","48","19","65","2",".319",".429","113"
"*05yhg*","Will Wagner","TOR","2B","1202","FA","26","BAL Thu 12:07PM","14.49","45%","468.86","45%","85","20","10","2","9","1",".337",".353","24"
"*06cq8*","Christian Moore","LAA","2B","1167","FA","22","@CHW Thu 1:10PM","15.71","38%","469.7","73%","83","20","12","4","9","1",".300",".422","24"
"*0406v*","Esteury Ruiz","ATH","OF","830","FA","26","@SEA Thu 7:10PM","30.1","27%","469.88","42%","152","38","21","3","17","17",".337",".375","49"
"*04llv*","Lenyn Sosa","CHW","2B,3B,SS","863","FA","25","LAA Thu 1:10PM","28.27","27%","472.9","22%","230","55","20","7","22","1",".280",".370","65"
"*04z6m*","Agustin Ramirez","MIA","C,1B","1229","FA","23","PIT Thu 1:10PM","13.49","24%","473.31","60%","56","13","7","2","8","2",".328",".393","32"
"*04an8*","Wenceel Perez","DET","SS,OF","599","FA","25","@LAD Thu 4:10PM","43.57","30%","473.97","28%","340","79","47","7","33","12",".311",".376","97"
"*04fyo*","Ronny Mauricio","NYM","2B","796","FA","23","@HOU Thu 1:10PM","31.76","31%","474.35","60%","226","49","23","7","23","9",".269",".363","65"
"*05un2*","Edgar Quero","CHW","C","864","FA","21","LAA Thu 1:10PM","28.16","25%","475.27","55%","158","40","18","5","23","2",".366",".399","49"
"*01ubo*","Kris Bryant","COL","1B,OF","667","FA","33","","38.74","52%","476.27","42%","356","84","37","11","34","0",".322",".368","97"
"*05wxy*","Kyle Teel","CHW","C","884","FA","23","LAA Thu 1:10PM","27.39","27%","477.6","68%","160","38","23","3","20","3",".341",".350","49"
"*051b4*","Jordan Beck","COL","OF","915","FA","23","","25.25","27%","478.74","46%","162","38","17","4","16","5",".326",".383","49"
"*03qkh*","Paul DeJong","WSH","3B,SS","661","FA","31","PHI Thu 1:05PM","39.35","26%","479.51","24%","309","65","34","14","37","2",".267",".385","79"
"*0312v*","Mike Tauchman","CHW","OF","548","FA","34","LAA Thu 1:10PM","47.45","37%","483.44","24%","338","82","65","9","44","7",".366",".370","97"
"*05yfl*","Joey Loperfido","TOR","OF","1051","FA","25","BAL Thu 12:07PM","19.66","34%","483.83","38%","106","24","13","4","13","4",".311",".406","32"
"*05128*","Jared Triolo","PIT","2B,3B,SS","568","FA","27","@MIA Thu 1:10PM","45.8","33%","484.31","21%","387","91","45","7","39","13",".327",".341","122"
"*04oct*","Josh Rojas","CHW","2B,3B","448","FA","30","LAA Thu 1:10PM","52.96","39%","487.31","27%","439","102","58","10","43","16",".314",".349","130"
"*03pp5*","Blake Perkins","MIL","OF","567","FA","28","@NYY Thu 12:05PM","45.86","30%","488.18","21%","336","74","49","7","38","17",".316",".336","97"
"*03022*","Hunter Renfroe","KC","OF","519","FA","33","CLE Thu 1:10PM","49.39","33%","488.52","24%","400","96","48","18","54","1",".306",".432","105"
"*05u2u*","Tyler Black","MIL","1B","620","FA","24","@NYY Thu 12:05PM","42.36","29%","490.93","57%","260","63","36","8","32","16",".369",".392","81"
"*05yo5*","Ben Rice","NYY","1B","972","FA","26","MIL Thu 12:05PM","22.81","28%","491.63","45%","106","26","16","6","17","2",".350",".453","32"
"*04pmw*","Alek Thomas","ARI","OF","783","FA","24","CHC Thu 7:10PM","32.83","28%","494.25","29%","258","60","31","5","30","5",".285",".353","70"
"*041qs*","Austin Hays","CIN","OF","714","FA","29","SF Thu 1:10PM","36.26","30%","495.61","32%","261","66","37","10","31","2",".311",".437","73"
"*03zcx*","Will Benson","CIN","OF","748","FA","26","SF Thu 1:10PM","34.34","27%","496.21","22%","213","44","31","8","23","10",".319",".399","65"
"*025fx*","Tommy Pham","PIT","OF","493","FA","36","@MIA Thu 1:10PM","50.67","34%","498.49","26%","437","108","52","10","47","12",".312",".375","113"
"*05mru*","Thomas Saggese","STL","2B,SS","907","FA","22","MIN Thu 1:15PM","25.55","41%","502.71","50%","172","38","19","5","19","3",".287",".360","49"
"*0510z*","Korey Lee","CHW","C","785","FA","26","LAA Thu 1:10PM","32.64","26%","504.16","13%","241","50","22","7","22","6",".254",".332","65"
"*054p6*","Emmanuel Rodriguez","MIN","OF","10679","FA","22","@STL Thu 1:15PM","0","26%","504.56","69%","0","0","0","0","0","0","0","0","0"
"*03eet*","Yoan Moncada","LAA","3B","642","FA","29","@CHW Thu 1:10PM","40.47","26%","505.81","33%","351","86","39","10","38","2",".301",".396","88"
"*04yib*","Brett Baty","NYM","3B","905","FA","25","@HOU Thu 1:10PM","25.69","26%","505.89","51%","169","37","20","6","20","1",".309",".361","49"
"*062k5*","Nick Kurtz","ATH","1B","1313","FA","21","@SEA Thu 7:10PM","10.52","25%","505.98","70%","51","14","9","0","3","3",".373",".353","16"
"*042no*","Oswaldo Cabrera","NYY","1B,2B,3B,OF","587","FA","26","MIL Thu 12:05PM","44.28","25%","507.42","28%","354","82","50","9","41","9",".294",".353","97"
"*041e2*","Mickey Moniak","LAA","OF","475","FA","26","@CHW Thu 1:10PM","51.71","28%","509.62","21%","429","97","51","16","53","9",".270",".399","113"
"*03whq*","Ty France","MIN","1B","543","FA","30","@STL Thu 1:15PM","47.59","32%","510.01","31%","432","105","49","12","48","1",".320",".375","113"
"*04w4e*","Johan Rojas","PHI","OF","539","FA","24","@WSH Thu 1:05PM","48.05","24%","510.53","26%","337","84","45","5","32","28",".297",".353","89"
"*04ppo*","Kyle Isbel","KC","OF","487","FA","28","CLE Thu 1:10PM","51.08","26%","516.91","18%","419","98","65","9","46","12",".291",".377","122"
"*04ysv*","Adael Amador","COL","2B","1067","FA","21","","19.06","31%","517.58","59%","102","23","12","3","10","6",".336",".353","31"
"*01sea*","Anthony Rizzo","(N/A)","1B","602","FA","35","","43.51","27%","519.63","20%","367","89","45","11","42","2",".324",".371","96"
"*04mms*","Orelvis Martinez","TOR","SS","724","FA","23","BAL Thu 12:07PM","35.89","28%","520.67","62%","220","50","32","13","34","1",".317",".459","65"
"*05rbv*","Samuel Basallo","BAL","C,1B","998","FA","20","@TOR Thu 12:07PM","21.54","23%","522.63","72%","114","26","12","4","13","2",".302",".368","32"
"*0311f*","Victor Caratini","HOU","C,1B","791","FA","31","NYM Thu 1:10PM","32.14","21%","528.93","10%","215","55","25","7","26","0",".333",".386","62"
"*05jsg*","Owen Caissie","CHC","OF","1112","FA","22","@ARI Thu 7:10PM","17.43","26%","538.24","65%","121","23","10","3","12","2",".290",".306","37"
"*05rch*","Colson Montgomery","CHW","SS","719","FA","23","LAA Thu 1:10PM","36.06","22%","545.23","71%","309","59","35","9","30","2",".319",".320","89"
"*026rz*","Gio Urshela","ATH","1B,3B","763","FA","33","@SEA Thu 7:10PM","33.77","25%","547.84","16%","285","75","27","6","35","1",".307",".379","81"
"*03aqw*","Mauricio Dubon","HOU","1B,2B,3B,OF","595","FA","30","NYM Thu 1:10PM","43.64","20%","548.26","26%","402","105","54","6","44","4",".295",".368","100"
"*02j7h*","Jacob Stallings","COL","C","891","FA","35","","26.97","22%","548.55","12%","192","44","18","4","20","0",".318",".349","57"
